StartDate,EndDate,id,Q16,Q17,Q18,Q19,IDVAR,ObamaFT3,ClintonFT3,TrumpFT3,RyanFT3,Turnout3,VotePreference3,VotePreferenceText3,WatchDebate3,TrumpDebatePerformance3,ClintonDebatePerformance3,ClintonGaffe3,TrumpGaffe3,WhoWonDebate3,WhoWillWinelection3,Q12_TEXT,CloseElection3,DiscussPoliticsFamily,DiscussPoliticsFriends,DiscussPoliticsSigOther,DiscussPoliticsPeers,WhoWonAccordingtoYourNetwork,LocalNewsYes,FoxNewsYes,MSNBCYes,CNNYES,CBSYES,ABCYES,NBCYES,NPYES,RADIOYES,INternetnewsyes,twitteryes,Facebookyes,Q14_2_1,Q14_2_2,Q14_2_3,Q14_2_4,Q14_2_5,Q14_2_6,Q14_2_7,Q14_2_8,Q14_2_9,Q14_2_10,Q14_2_11,Q14_2_12,Q21,LocationLatitude,LocationLongitude,LocationAccuracy,V1Condition,V3Interest,V4Turnout,V5VotePreference,V6PID,V7VotePrimary,V8WhoinPrimary,V9TrustAZ,v10TrustNYT,V11TurstFox,V12TrustMSNBC,V13TrustCNN,V14ToneTrump,V15ToneClinton,V16Know1,V17Know2,V18Know3,V19Know4,V20ObamaFT,V21ClintonFT,V22TrumpFT,V23RyanFT,V23WhoWins,V25HowClose,V26Issue,V27OtherIssue,V28Civil1,V29Relevant1,V30Civil2,V31Relevant2,v32GunOwn,V33GunClinton,V34GunTrump,V35TaxOwn,V36TaxTrump,V37TaxClinton,V38TrumpEcon,V39TrumpHealth,V40TrumpTerro,V41TrumpRestoreTrust,V42ClintonEcon,V43ClintonHealth,V44ClintonTerror,V45ClintonRestoreTrust,V46StateofEcon,V47TerrorLiberties,v48TerroristAttack,V49ACAOwn,V50AcaClinton,V51ACATrumo,V52ImmigrantOwn,V53ImmigrantTrump,V54ImmigrantClinton,V55BanMuslimOwn,V56BanMuslimClinton,v57BanMuslimTrump,v58ClintonHonest,V59ClintonKnow,V60ClintonCare,V61ClintonLeader,V62TrumpHonest,V63TrumpKnow,V64TrumpCare,V65TrumpLeader,V66ClintonAngry,V67ClintonProud,V68ClintonAfraid,V69ClintonHopeful,V70TrumpAngry,V71TrumpProud,V72TrumpAfraid,V73TrumpHopeful,V74TrumpElectable,V75ClintonElectable,V76SelfIdeology,V77TrumpIdeology,V78ClintonIdeology,V79CNNIdeology,V80FoxIdeology,V81MSNBCIdeology,V82TrumpDebatePerformance,V83ClintonDebatePerformance,V84ClintonGaffe,V85TrumpGaffe,V86WhoWonDebate,V87TrumpDebatePerformanceNews,V88ClintonDebatePerformanceNews,V89TrumpGaffeNews,V90ClintonGaffeNews,V91WhoWonDebateNews,V92ObamaFTPost,V93ClintonFTPost,V94TrumpFTPost,V95RyanFTPost,V96WhoWinsPost,V97HowClosePost,V98IssuePost,V99EnterOtherIssue,V100TurnoutPost,V101VotePreferencePost,V102StateofEconomyPost,V103ToneClintonPost,V104ToneTrumpPost,V105Terrorv.LibertiesPost,V106TaxTrumpPost,V107TaxClintonPost,V108GunClintonPost,V109GunTrumpPost,V110TrumpEconomyPost,V111TrumpHealthPost,V112TrumpTerrorPost,V113TrumpRestoreTrustPost,V114ClintonEconomyPost,V115ClintonHealthPost,V116ClintonTerrorPost,V117ClintonRestoreTrustPost,VclintonACA,VtrumpACA,Vtrumpimmig,Vclintonimmig,V118BanMuslimClintonPost,V119BanMuslimTrumpPost,V120TrumpHonestPost,V121TrumpKnowPost,V122TrumpCarePost,V123TrumpLeaderPost,V124ClintonHonestPost,V125ClintonKnowPost,V126ClintonCarePost,V127ClintonLeaderPost,V128TerroristAttackPost,V129ClintonAngryPost,V130ClintonProudPost,V131ClintonAfraidPost,V132ClintonHopefulPost,V133TrumpAngryPost,V134TrumpProudPost,V135TrumpAfraidPost,V136TrumpHopefulPost,V137TrumpElectablePost,V138ClintonElectablePost,V139TrumpIdeologyPost,V140ClintonIdeologyPost,V141Sexism1,V142Sexism2,V143Sexism3,V144Authoritarianism1,V145Authoritarianism2,V146Authoritarianism3,V147Authoritarianism4,V148Cog1,V149Cog2,V150Cog3,V151Cog4,V152Cog5,V153Cog6,V154Cog7,V155Cog8,V156Cog9,V157Cog10,V158Cog11,V159Cog12,V160Cog13,V161Cog14,V162Cog15,V163Cog16,V164Cog17,V165Cog18,V166NewsMag,V166NewsPaper,V166radio,V166internet,V166Tv,V167Age,V168Gender,V169YearinSchool,V170Major,V171CountryofOrigin,V172MotherBorn,V173FatherBorn,V174.Citizen,V175Language,V176RaceorEthnicity,V177Religion,V178EligibletoVote,V179Purpose,know1,know2,know3,know4,know,needforcognition,A1,A2,A3,A4,authority,gendermalefemale,uncivil1,irrelevant1,uncivil2,irrelevant2,intolerancetoincivility,intolerancetoirrelevance,intolerancetonegativity,interest,turnout,Trumpreference,Clintonpreference,votedprimary,trustazrepublic,trustnyt,trustfox,trustMSNBC,trustCNN,trumpnegative,clintonnegative,trumpeconomy,trumphealth,trumpterror,trumprestoretrust,Clintoneconomy,Clintonhealth,Clintonterror,Clintonrestoretrust,stateofeconomy,terroristattack,clintonhonest,clintonknow,clintoncare,clintonleader,trumphonest,trumpknow,trumpcare,trumpleader,clintonangry,clintonproud,clintonafraid,clintonhopeful,trumpangry,trumpproud,trumpafraid,trumphopeful,clintongaffe,trumpgaffe,whowondebate,clintongaffenews,trumpgaffenews,whowondebatenews,clintonwins,trumpwins,clintonwinspost,trumpwinspost,stateofeconomypost,trumpnegativepost,clintonnegativepost,turnoutpost,Trumpreferencepost,Clintonpreferencepost,trumpeconomypost,trumphealthpost,trumpterrorpost,trumprestoretrustpost,Clintoneconomypost,Clintonhealthpost,Clintonterrorpost,Clintonrestoretrustpost,terroristattackpost,clintonhonestpost,clintonknowpost,clintoncarepost,clintonleaderpost,trumphonestpost,trumpknowpost,trumpcarepost,trumpleaderpost,clintonangrypost,clintonproudpost,clintonafraidpost,clintonhopefulpost,trumpangrypost,trumpproudpost,trumpafraidpost,trumphopefulpost,sexist1,sexist2,sexist3,sexist,paidattentiontomediasinceexperiment,recodewatchdebate3,discusspolitics,recodeturnout3,recodeclintongaffe3,recodetrumpgaffe3,recodeWhoWonDebate3,clintonwins3,trumpwins3
10/3/2016,10/3/2016,8420,1,AL,2,19,AL219,93,90,8,12,1,2, ,1,2,8,2,1,2,1, ,1,1,1, ,1,2,0,0,1,1,1,0,1,1,1,1,1,0,1,1, , , ,1, , , , , ,1,2,33.435699462891,-111.91709899902,-1,2,1,1,2,1,1,7,1,1,3,1,2,4,2,1,1,1,1,92,85,10,20,1,1,10, ,3,2,1,2,2,1,4,1,5,1,4,3,4,5,3,1,2,4,1,4,3,1,1,5,5,2,5,3,3,1,3,1,1,2,4,3,3,1,2,1,3,1,1,2,1,2,2,4,2,9,3,4,6,2,1,9,2,1,1,1,10,1,2,1,95,92,9,15,1,1,10, ,1,2,1,2,4,4,5,1,1,4,4,3,4,4,1,1,1,3,1,5,1,5,1,3,3,3,2,1,2,1,1,1,3,2,1,3,1,1,2,1,2,1,5,9,3,4,1,4,2,2,1,1,3,4,5,4,5,4,2,4,4,5,4,5,3,3,5,3,3,5,5,4,3,1,2,21,1,3,1,3,3,1,1,1,2,12,1,3,1,1,1,1,4,71,1,0,0,0,1,0,2,2,1,2,3,4,7,3,4,0,1,1,3,3,1,3,2,1,3,1,2,1, ,2,4,3,1,5,2,2,4,4,3,1,2,2,4,2,3,1,3,3,2,3,2,0,1,1,0,1,1,1,0,1,0,5,1,3,4,0,1,1,2,1,1,4,4,4,2,2,3,4,4,4,2,2,3,4,2,3,1,3,3,2,3,2,1,1,1,3,8,1, ,4,0,1,-1,1,0
 , , , , , , ,AM011, , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , ,3,2,4,3,4,4, ,2,2,3,3,3,3,3,98,98,98,98,73,41,29,55,1,2,9, ,1,1,4,3,3,9,4,4,2,9,3,4,5,5,2,3,5,5,2,3,2,2,9,4,4,1,4,3,3,1,3,2,2,2,3,4,4,2,3,3,2,2,3,3,1,3,2,3,2,7,3,7,9,2,7,8,1,1,1,8,7,1,1,2,78,63,48,53,1,2,8, ,4,3,2,2,3,3,4,3,2,4,2,3,4,5,3,2,2,1,9,9,2,4,1,3,3,3,3,4,3,2,2,2,2,2,2,1,2,3,3,1,3,2,3,6,3,2,1,4,2,2,1,2,5,5,5,5,5,4,5,3,5,5,5,5,4,5,5,4,4,4,5,2,3,1,4,25,1,3,1,7,7,7,2,7,6,6,2, ,0,0,0,0,0,83,1,0,0,1,2,0,4,1,4,3,8,4,12,2,1,0,0, ,2,2,1,1,1,2,2,2,1, , ,3,2, , ,4,3,2,3,3,3,2,1,1,3,1,1,2,2,1,1,3,1,1,1,1,1,1,-1,1,0,1,0,4,2,3,1,0,0,3,2,1, ,2,3,3,4,3,2,3,3,3,2,2,2,1,2,2,3,2,1,1,3,1,3,1,1,5,0,9, , , , , ,0,0
 , , , , , , ,AM103, , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , ,3,1,1,1,5,2,7,2,3,2,3,2,1,3,98,1,1,1,20,20,75,50,2,1,1, ,1,2,2,2,4,2,4,4,4,2,1,1,1,1,4,5,5,5,4,6,1,4,2,5,3,2,5,2,3,1,4,2,4,3,2,2,1,1,1,3,1,3,3,2,3,1,4,4,5,4,2,3,6,1,7,6,2,2,3,8,6,2,2,3,30,30,60,40,2,1,4, ,1,1,4,9,3,6,4,2,2,4,2,2,2,2,4,4,4,5,2,4,2,4,1,3,2,2,2,2,4,2,4,3,1,3,3,2,3,3,3,2,2,4,4,4,2,4,1,4,1,2,1,2,2,1,5,4,4,2,4,5,5,2,2,4,4,4,3,4,3,1,1,2,3,4,5,20,1,2,1,1,1,1,1,1,2,1,1, ,0,1,1,1,3,59,0,0,0,1,1,0,4,2,2,2,6,4,10,3,4,1,0,1,2,1,2,1,2,4,2,4,4,4,4,1, , , ,2,4,1,3,1,2,3,3,4,4,3,1,3,1,1,2,1,3,0,0,0,0,0,0,0,1,0,1,2,2, ,4,1,0,3,3,3,3,1,1,1, ,4,1,3,1,2,3,3,3,3,1,1,2,1,1,1,2,2,1,1,1,3,0,9, , , , , ,0,0
10/3/2016,10/3/2016,10143,1,AM,1,05,AM105,0,0,65,55,1,1, ,1,5,6,2,2,3,2, ,1,1,1, , ,4,1,1,0,1,0,0,1,0,0,1,1,1, , ,1, ,1,1, ,1,1, , , ,4,33.414794921875,-111.90930175781,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0, , , , , , , ,9, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0, , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1, ,4,0,0,0,0,1
10/2/2016,10/2/2016,10664,1,AM,4,01,AM401,51,30,0,20,4,6, ,1,3,6,2,1,2,1, ,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1, ,1,1,1,1,1, ,1, ,4,33.448806762695,-111.80139923096,-1,3,1,4,9,4,3, ,2,2,3,3,3,4,3,0,1,0,1,51,20,0,30,1,1,10, ,1,4,3,3,1,2,5,1,5,3,3,4,4,4,3,3,3,4,2,4,2,2,2,5,5,1,4,3,3,1,4,2,3,2,4,4,4,4,1,2,2,3,1,3,1,3,1,2,4,6,3,5,7,1,7,8,2,1,1,8,8,2,2,1,51,30,0,10,1,1,10, ,9,9,2,3,4,4,5,2,1,5,3,4,5,5,3,3,3,5,2,4,1,5,1,3,4,4,4,4,3,2,3,2,2,1,2,2,2,1,3,1,3,1,3,5,3,4,1,4,2,2,1,1,5,5,5,5,5,4,5,5,5,3,5,5,4,5,5,5,5,5,5,3,4,1,2,28,1,3,1,4,4,4,2,1,1,6,2, ,0,1,0,1,2,86,1,0,0,0,1,0,4,4,3,3,7,7,14,3,1,0,0,0,2,2,1,1,1,1,2,2,1,1,1,2,2,2,1,4,3,1,3,2,3,1,1,1,1,3,2,2,1,3,1,3,1,0,1,1,0,0,1,1,0,1,0,4,1,2, ,0,0,2,1, , ,2,2,2, ,3,2,3,2,3,1,1,1,1,3,2,2,2,3,1,3,1,1,1,1,3,3,1,4,1,0,1,-1,1,0
 , , , , , , ,AN017, , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , ,2,1,1,2,1,1,7,2,1,3,2,3,4,2,0,1,1,1,98,90,0,10,1,1,5, ,1,3,2,4,1,2,5,3,5,2,5,5,5,5,1,1,1,2,3,3,3,2,1,5,5,1,5,3,3,1,3,1,2,1,4,4,4,4,2,1,3,1,1,3,1,3,1,5,1,7,2,2,7,5,2,10,2,1,1,2,9,1,1,1,98,90,0,10,1,2,3, ,1,2,2,1,4,2,5,2,1,4,5,5,5,5,1,2,1,2,1,5,1,5,1,3,4,4,4,4,1,1,1,1,3,2,1,3,1,1,3,1,3,1,5,5,2,4,1,4,1,2,1,1,4,5,5,4,5,4,4,2,4,5,5,4,4,5,5,3,4,5,5,2,4,1,3,18,2,1,1,1,1,1,1,1,2,9,1,2,0,1,1,1,3,77,0,0,0,0,0,1,4,3,2,4,6,7,13,3,4,0,1,1,2,3,1,2,1,1,3, , , , ,4,4,4,3,3,2,2,4,3,4,1,1,1,1,2,3,1,3,3,1,3,1,0,1,1,1,1,1,1,0,1,0,4,1,4,4,0,1, , , , ,4,3,4,3,2,4,4,4,4,1,1,1,1,2,3,1,3,3,1,3,1,1,1,1,3,0,9, , , , , ,0,0
 , , , , , , ,AN104, , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , ,6,2,2,1,6,3,99,2,2,2,2,2,2,3,0,0,0,0,30,25,51,999,2,1,1,99,1,2,2,2,4,2,4,3,4,2,1,2,2,4,2,2,4,4,9,9,1,9,2,5,2,1,5,1,3,1,4,3,2,4,1,3,3,1,2,3,2,3,3,2,3,2,3,3,6,7,1,9,9,9,99,99,99,99,99,7,8,1,1,1,30,25,51,999,9,1,1,99,2,1,9,2,2,9,4,2,2,4,2,2,2,2,4,4,4,4,9,9,1,5,1,3,2,3,3,2,3,2,2,3,1,2,3,2,3,3,2,3,2,3,3,7,1,2,2,1,2,1,2,2,4,2,3,2,2,2,2,4,2,3,4,2,1,3,1,4,2,2,3,4,5,1,2,19,2,2,8,1,1,1,1,1,2,1,1,3,0,0,0,0,0,45,1,1,1,1,4,1,4,2,2,2,6,4,10,2,3,1,0,0,2,2,2,2,2,3,2,4,3,3,1,3,3,1,1, ,4,1,2,3,1,4,2,2,4,2,1,2,1,1,2,1,2, , , ,1,1,1,0,1,0,0, ,3,3,3,1,0,3,3,3,3,1,1,1,1,4,2,3,3,2,3,2,2,3,2,1,2,1,1,2,1,2,3,2,4,9,0,9, , , , , ,0,0
 , , , , , , ,AN124, , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , ,5,1,1,2,1,1,2,2,1,3,1,1,4,1,0,1,0,1,90,99,0,0,1,2,1,99,9,2,1,3,1,1,5,1,5,1,5,5,5,5,1,1,1,1,2,5,9,1,1,5,5,1,5,3,3,1,2,1,3,1,4,4,3,4,3,1,3,1,1,3,1,3,1,5,1,7,1,1,7,2,99,99,99,99,99,1,10,1,2,1,100,100,0,0,1,2,10,99,1,2,2,1,4,5,5,1,1,5,5,5,5,5,1,1,1,1,1,5,1,5,1,3,4,4,4,4,1,1,1,1,9,3,1,3,1,1,3,1,3,1,5,7,2,4,1,4,1,1,1,1,3,5,3,4,5,3,4,3,2,3,5,3,4,3,3,2,3,3,5,3,2,1,4,20,1,2,1,1,1,1,1,1,2,99,99,9,0,1,0,1,2,61,0,1,0,0,1,0, ,2,1,3, ,5, ,3,4,0,1,1,2,3,1,3,3,1,4, , , , ,4,4,4,4,4, ,3,4,2,4,1,1,2,1,1,3,1,3,3,1,3,1, , , ,0,1,1,1,0,1,0,4,1,4,4,0,1, , , , ,4,4,4,4, ,4,4,4,4,1,1,1,1,1,3,1,3,3,1,3,1,1,1,1,3,0,9, , , , , ,0,0
 , , , , , , ,AN127, , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , ,6,2,1,2,4,3,99,2,1,3,2,1,4,2,0,1,1,1,95,80,0,70,1,1,9,99,2,3,3,3,1,2,5,2,4,2,5,5,5,5,2,2,2,3,2,5,3,1,2,5,5,1,5,3,3,1,2,1,2,1,4,4,4,4,2,1,3,1,1,3,1,3,1,4,4,7,3,4,7,3,99,99,99,99,99,7,7,2,2,3,95,80,0,60,1,1,9,99,1,2,2,2,4,5,5,2,2,4,5,5,5,5,2,2,1,3,2,5,1,5,1,3,4,4,4,4,3,1,2,1,3,2,1,3,1,1,3,1,3,1,4,6,2,4,1,4,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,2,5,1,3,19,2,2,1,1,1,1,1,1,2,12,1,3,0,1,1,1,3,89,0,0,0,0,0,1,3,3,3,3,6,6,12,2,4,0,1,0,2,3,1,2,3,1,3, , , , ,3,3,3,2,4,2,3,4,3,4,1,1,1,1,2,3,1,3,3,1,3,1, , , ,0,0,0,1,0,1,0,4,1,3,4,0,1, , , , ,3,3,4,2,2,2,4,3,4,1,1,1,1,2,3,1,3,3,1,3,1,1,1,1,3,0,9, , , , , ,0,0
10/3/2016,10/3/2016,10137,1,AN,0,26,ANO26,57,53,61,63,3,3, ,2,5,5,2,1,2,1, ,1,1, , , ,3,1,0,0,0,0,0,0,0,1,1,0,0, ,1,1,1,1,1,1,1, , ,1,1,2,33.414794921875,-111.90930175781,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0, , , , , , , ,9, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0, , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,2,0,1,-1,1,0
10/2/2016,10/2/2016,10172,1,AO,0,11,AO011,30,30,60,50,1,1, ,1,7,6,2,2,3,2, ,1,1,1, , ,1,0,1,0,1,0,0,0,0,1,1,0,1,1, ,1, ,1,1,1,1, , ,1, ,2,33.435699462891,-111.91709899902,-1,1,1,1,1,7,2,1,2,2,2,3,3,2,4,0,0,0,1,30,15,60,52,2,1,3, ,4,1,3,1,5,1,5,4,5,1,1,3,1,2,4,2,5,5,3,3,1,5,2,5,2,1,5,2,3,1,4,2,3,4,2,2,3,1,1,3,2,3,2,2,3,1,5,2,6,6,2,1,7,2,7,6,1,1,3,99,99,9,9,9,20,15,60,52,2,1,3, ,1,1,3,3,2,3,5,1,1,5,1,3,1,2,4,3,4,5,1,5,1,5,1,3,2,2,2,1,4,3,2,4,1,1,3,2,3,2,2,3,1,5,2,6,1,4,1,4,2,1,1,2,4,4,5,5,5,4,4,4,2,5,5,5,3,4,4,1,1,4,4,5,3,1,2,19,1,2,6,1,1,1,1,10,3,11,1,2,0,0,0,1,1,69,1,1,0,1,3,0,1,1,3,1,4,2,6,3,4,1,0,1,2,2,2,1,1,3,1,4,2,4,3,1,3, , ,3,4,1,3,2,1,3,3,2,4,3,1,2,1,2,2,1,3,1,1,0, , , ,0,1,0,1,3,3,2,4,1,0,4,2,4,3,1,2,1, ,4,1,2,3,1,3,3,3,4,3,1,2,1,2,2,1,3,1,1,1,3,5,1, ,4,0,0,0,0,1
 , , , , , , ,APO26, , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , ,5,2,2,3,6,3,99,2,3,3,2,2,2,3,0,0,0,1,37,22,51,60,2,2,10,99,2,3,2,9,3,2,4,4,4,2,2,3,4,1,2,2,1,5,1,3,3,3,2,4,5,2,4,2,3,1,4,1,2,2,1,3,2,2,1,1,2,3,1,1,3,1,4,3,4,7,1,6,2,2,99,99,99,99,99,1,10,1,2,1,47,57,42,62,1,2,4,99,3,9,2,2,3,3,5,1,2,4,3,4,3,2,1,2,1,4,1,4,1,4,1,3,1,3,2,3,3,1,2,2,4,3,3,3,3,3,3,3,3,3,5,6,1,2,1,2,2,2,2,1,4,3,2,2,4,3,2,3,2,3,4,3,3,3,4,2,2,5,2,1,5,4,3,18,1,1,5,1,2,1,1,10,3,11,1,3,0,0,0,1,1,54,1,0,1,0,2,0,3,3,2, ,5, , ,2,3,0,0,0,2,1,1,2,2,3,2,3,2,1,4,3,3,4, ,5,2,1,4,3,3,4,2,3,3,3,3,2,1,3,3,1,3, , , ,0,1,1,0,1,1,0,4,2,3,2,0,0,2,1,2,3,4,3,4,1,1,2,4,3,3,4,2,3,2,1,1,1,1,1,1,1,1,3,1,3,7,0,9, , , , , ,0,0
 , , , , , , ,AR011, , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , ,5,1,1,2,3,1,6,1,1,3,2,2,4,1,0,0,0,1,100,80,0,10,1,2,5,99,2,4,2,3,1,2,4,2,4,2,5,5,5,5,1,1,2,2,1,4,3,1,1,4,5,2,5,3,3,1,2,1,2,1,4,4,4,4,3,1,3,1,1,3,2,3,1,5,2,5,2,3,7,3,99,99,99,99,99,1,8,1,2,1,100,80,0,10,1,2,5,99,1,2,1,1,4,4,4,2,1,5,5,5,5,5,2,1,1,2,1,5,2,5,1,3,4,4,4,4,2,1,2,1,3,3,1,3,1,1,3,1,3,1,5,6,2,4,1,4,1,2,2,1,4,4,2,2,2,4,4,4,2,5,4,5,4,4,4,4,4,4,2,4,3,5,1,21,2,4,2,1,7,7,1,1,2,12,1,2,0,0,0,1,1,66,0,0,1,0,1,1,3,4,2,3,5,7,12,3,4,0,1,1,3,3,1,2,2,1,4, , , , ,4,4,3,3,5,2,3,4,3,4,1,1,1,1,1,3,1,3,3,1,2,1, , , ,0,1,1,1,0,1,0,5,1,4,4,0,1, , , , ,3,4,4,3,2,3,4,3,4,1,1,1,1,1,3,1,3,3,1,3,1,1,1,1,3,0,9, , , , , ,0,0
10/3/2016,10/3/2016,10095,1,AR,0,15,AR015,85,60,0, ,1,2, ,2,8,2,2,1,2,1, ,1, ,1,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1, ,1,2,33.414794921875,-111.90930175781,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0, , , , , , , ,9, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0, , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,4,0,1,-1,1,0
10/3/2016,10/3/2016,8731,1,As,6,04,AS604,59,45,1,67,4,6, ,1,4,8,1,1,2,1, ,1, ,1, ,1,2,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1, ,1,1,1,1,1, , , ,2,33.435699462891,-111.91709899902,-1,6,2,4,9,3,3,99,2,1,3,2,1,3,3,0,0,0,1,20,15,15,20,1,1,2,99,3,3,2,3,4,4,2,2,2,4,1,4,4,5,3,4,4,5,5,6,2,4,1,5,4,1,2,3,3,1,4,4,3,4,4,4,4,4,2,3,3,3,2,3,3,3,1,1,4,7,2,4,2,5,99,99,99,99,99,6,6,2,2,1,20,20,10,10,2,1,1,5,2,2,1,1,2,3,2,3,3,4,2,3,3,3,2,2,2,2,3,3,3,3,1,2,2,1,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,1,5,5,24,1,4,1,1,99,8,1,1,6,9,1,3,0,0,0,1,1,54,0,1,1,0,2,0,2,3,2,3,4,6,10,2,1,0,0,0,2,3,1,2,3,2,2,4,1,1, ,2,1,1, ,1,3,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1, , , ,0,0,1,1,0,0,1,5,3,4,3,0,1,3,2,2,2,3,3,3,3,2,3,2,2,2,3,4,3,2,2,2,2,2,2,2,2,2,3,3,2,8,4,1, ,1,1,1,-1,1,0
 , , , , , , ,AX108, , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , ,5,1,4,2,4,3,99,2,1,2,2,1,4,2,0,0,0,1,100,60,0,50,1,1,11,99,1,2,4,3,2,9,9,2,5,2,5,5,5,5,3,2,2,3,2,2,2,3,3,9,5,2,5,3,9,1,3,3,3,3,1,4,4,4,3,2,3,2,1,3,2,3,4,4,4,5,3,4,7,2,99,99,99,99,99,5,10,1,2,1,100,90,50,50,1,1,11,99,4,9,2,2,4,3,9,9,9,9,5,5,5,5,2,2,2,2,9,9,1,5,1,3,2,3,4,3,2,2,2,2,2,3,2,3,2,1,3,2,3,3,5,5,4,4,1,4,2,1,2,2,3,4,4,4,3,4,3,3,3,3,4,5,3,4,3,3,2,3,4,5,3,1,2,999,2,4,1,2,2,2,2,2,3,1,2,2,0,0,0,1,1,61,1,1,1,1,4,1,4,2,4,3,8,5,13,3,1,0,1,0,2,3,2,2,3,1,3, , , , ,2,3,3,2,4,3,2,2,2,2,4,1,1,1,1,2,1,2,3,1,2,1, , , ,0,1,1,1,0,1,0,4,1,3,1,0,0, , , , ,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,1,2,3,1,2,1,1,1,1,3,0,9, , , , , ,0,0
